,formula,convg_bare,tot_E_bare,DE_bare,DG_bare,bare_mag,nsteps_bare,struc_bare,time_bare,convg_OOH,tot_E_OOH,DE_OOH,DG_OOH,OOH_mag,OOH_dmag,nsteps_OOH,struc_OOH,time_OOH,convg_O,tot_E_O,DE_O,DG_O,O_mag,O_dmag,nsteps_O,struc_O,time_O,convg_OH,tot_E_OH,DE_OH,DG_OH,OH_mag,OH_dmag,nsteps_OH,struc_OH,time_OH
45,BaOsO3,True,-370.6589,0,0,12.877,28,"Atoms(symbols='Ba8O32Os12', pbc=True, cell=[8.12846, 8.12846, 25.160575], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-387.1449,1.796,2.141,1.199,-11.678,92,"Atoms(symbols='Ba8HO34Os12', pbc=True, cell=[8.12846, 8.12846, 25.160575], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-378.8554,-0.748,-0.728,6.867,-6.011,49,"Atoms(symbols='Ba8O33Os12', pbc=True, cell=[8.12846, 8.12846, 25.160575], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-383.2714,-1.779,-1.484,2.354,-10.523,60,"Atoms(symbols='Ba8HO33Os12', pbc=True, cell=[8.12846, 8.12846, 25.160575], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
46,BaRuO3,True,-353.9911,0,0,25.433,1,"Atoms(symbols='Ba8O32Ru12', pbc=True, cell=[8.095356002023644, 8.095356002023644, 25.119195002529555], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-369.106,3.168,3.513,24.939,-0.495,69,"Atoms(symbols='Ba8HO34Ru12', pbc=True, cell=[8.095356002023644, 8.095356002023644, 25.119195002529555], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-360.1563,1.283,1.303,23.918,-1.516,25,"Atoms(symbols='Ba8O33Ru12', pbc=True, cell=[8.095356002023644, 8.095356002023644, 25.119195002529555], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-364.6738,0.151,0.446,24.9,-0.533,62,"Atoms(symbols='Ba8HO33Ru12', pbc=True, cell=[8.095356002023644, 8.095356002023644, 25.119195002529555], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
47,KRuO3,True,-327.1386,0,0,7.424,1,"Atoms(symbols='K8O32Ru12', pbc=True, cell=[7.814463996901209, 7.814463996901209, 24.76807999612651], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-341.7943,3.627,3.972,7.791,0.367,74,"Atoms(symbols='HK8O34Ru12', pbc=True, cell=[7.814463996901209, 7.814463996901209, 24.76807999612651], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-332.6008,1.986,2.006,4.61,-2.814,24,"Atoms(symbols='K8O33Ru12', pbc=True, cell=[7.814463996901209, 7.814463996901209, 24.76807999612651], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-337.4378,0.535,0.83,8.2,0.776,43,"Atoms(symbols='HK8O33Ru12', pbc=True, cell=[7.814463996901209, 7.814463996901209, 24.76807999612651], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
48,SrMoO3,True,-358.5931,0,0,24.0,1,"Atoms(symbols='Mo12O32Sr8', pbc=True, cell=[8.126534034663987, 8.126534034663987, 25.158167543329984], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 46, 48, 50]))",NaN,True,-375.0044,1.871,2.216,23.0,-1.0,148,"Atoms(symbols='HMo12O34Sr8', pbc=True, cell=[8.126534034663987, 8.126534034663987, 25.158167543329984], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 47, 49, 51, 53]))",NaN,True,-367.4364,-1.395,-1.375,22.0,-2.0,196,"Atoms(symbols='Mo12O33Sr8', pbc=True, cell=[8.126534034663987, 8.126534034663987, 25.158167543329984], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 45, 47, 49, 51]))",NaN,True,-370.8522,-1.425,-1.13,23.0,-1.0,51,"Atoms(symbols='HMo12O33Sr8', pbc=True, cell=[8.126534034663987, 8.126534034663987, 25.158167543329984], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 46, 48, 50, 52]))",NaN
49,NaTiO3,True,-382.1288,0,0,4.732,17,"Atoms(symbols='Na8O32Ti12', pbc=True, cell=[7.796927224199028, 7.796927224199028, 24.746159030248783], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-395.8378,4.573,4.918,8.033,3.301,96,"Atoms(symbols='HNa8O34Ti12', pbc=True, cell=[7.796927224199028, 7.796927224199028, 24.746159030248783], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-385.0288,4.548,4.568,9.037,4.306,24,"Atoms(symbols='Na8O33Ti12', pbc=True, cell=[7.796927224199028, 7.796927224199028, 24.746159030248783], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-391.0531,1.91,2.205,7.308,2.576,65,"Atoms(symbols='HNa8O33Ti12', pbc=True, cell=[7.796927224199028, 7.796927224199028, 24.746159030248783], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
50,SrScO3,True,-382.8159,0,0,12.0,1,"Atoms(symbols='O32Sc12Sr8', pbc=True, cell=[8.279852, 8.279852, 25.349815], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 35, 36, 38, 39, 41, 42, 44, 46, 48, 50]))",NaN,True,-396.48,4.618,4.963,13.0,1.0,182,"Atoms(symbols='HO34Sc12Sr8', pbc=True, cell=[8.279852, 8.279852, 25.349815], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 53]))",NaN,True,-385.6075,4.657,4.677,14.0,2.0,19,"Atoms(symbols='O33Sc12Sr8', pbc=True, cell=[8.279852, 8.279852, 25.349815], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 51]))",NaN,True,-391.7993,1.851,2.146,13.0,1.0,5,"Atoms(symbols='HO33Sc12Sr8', pbc=True, cell=[8.279852, 8.279852, 25.349815], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 35, 37, 38, 40, 41, 43, 44, 46, 48, 50, 52]))",NaN
51,RbOsO3,True,-343.9789,0,0,8.972,1,"Atoms(symbols='O32Os12Rb8', pbc=True, cell=[7.952022753153698, 7.952022753153698, 24.940028441442124], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 35, 36, 38, 39, 41, 42, 44, 46, 48, 50]))",NaN,True,-359.8341,2.427,2.772,0.131,-8.841,68,"Atoms(symbols='HO34Os12Rb8', pbc=True, cell=[7.952022753153698, 7.952022753153698, 24.940028441442124], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 53]))",NaN,True,-350.9557,0.472,0.492,0.895,-8.078,64,"Atoms(symbols='O33Os12Rb8', pbc=True, cell=[7.952022753153698, 7.952022753153698, 24.940028441442124], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 51]))",NaN,True,-355.0375,-0.225,0.07,4.054,-4.919,49,"Atoms(symbols='HO33Os12Rb8', pbc=True, cell=[7.952022753153698, 7.952022753153698, 24.940028441442124], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 35, 37, 38, 40, 41, 43, 44, 46, 48, 50, 52]))",NaN
52,SrRhO3,True,-318.8917,0,0,24.126,1,"Atoms(symbols='O32Rh12Sr8', pbc=True, cell=[7.96106660729726, 7.96106660729726, 24.951333259121576], constraint=FixAtoms(indices=[0, 1, 2, 4, 5, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 32, 33, 35, 36, 38, 39, 41, 42, 44, 46, 48, 50]))",NaN,True,-334.0227,3.151,3.496,21.172,-2.954,45,"Atoms(symbols='HO34Rh12Sr8', pbc=True, cell=[7.96106660729726, 7.96106660729726, 24.951333259121576], constraint=FixAtoms(indices=[1, 2, 3, 5, 6, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 35, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 53]))",NaN,True,-324.2095,2.131,2.151,16.696,-7.43,52,"Atoms(symbols='O33Rh12Sr8', pbc=True, cell=[7.96106660729726, 7.96106660729726, 24.951333259121576], constraint=FixAtoms(indices=[0, 1, 2, 4, 5, 8, 9, 10, 12, 13, 16, 17, 18, 20, 21, 24, 25, 26, 28, 29, 33, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 51]))",NaN,True,-329.5219,0.204,0.499,21.386,-2.74,133,"Atoms(symbols='HO33Rh12Sr8', pbc=True, cell=[7.96106660729726, 7.96106660729726, 24.951333259121576], constraint=FixAtoms(indices=[1, 2, 3, 5, 6, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 25, 26, 27, 29, 30, 34, 35, 37, 38, 40, 41, 43, 44, 46, 48, 50, 52]))",NaN
53,NaMoO3,True,-336.3048,0,0,16.0,10,"Atoms(symbols='Mo12Na8O32', pbc=True, cell=[7.847007101952136, 7.847007101952136, 24.80875887744017], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 14, 16, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-352.3085,2.279,2.624,14.995,-1.005,116,"Atoms(symbols='HMo12Na8O34', pbc=True, cell=[7.847007101952136, 7.847007101952136, 24.80875887744017], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 15, 17, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN,True,-344.4382,-0.685,-0.665,13.5,-2.5,60,"Atoms(symbols='Mo12Na8O33', pbc=True, cell=[7.847007101952136, 7.847007101952136, 24.80875887744017], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 14, 16, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-347.8486,-0.71,-0.415,15.0,-1.0,40,"Atoms(symbols='HMo12Na8O33', pbc=True, cell=[7.847007101952136, 7.847007101952136, 24.80875887744017], constraint=FixAtoms(indices=[1, 2, 4, 5, 7, 8, 10, 11, 13, 15, 17, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN
54,SrOsO3,True,-370.9972,0,0,10.28,1,"Atoms(symbols='O32Os12Sr8', pbc=True, cell=[7.984716, 7.984716, 24.980895], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 35, 36, 38, 39, 41, 42, 44, 46, 48, 50]))",NaN,True,-387.8558,1.424,1.769,-1.427,-11.707,61,"Atoms(symbols='HO34Os12Sr8', pbc=True, cell=[7.984716, 7.984716, 24.980895], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 36, 38, 39, 41, 42, 44, 45, 47, 49, 51, 53]))",NaN,True,-379.2132,-0.768,-0.748,-1.738,-12.019,39,"Atoms(symbols='O33Os12Sr8', pbc=True, cell=[7.984716, 7.984716, 24.980895], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 34, 36, 37, 39, 40, 42, 43, 45, 47, 49, 51]))",NaN,True,-382.6733,-0.842,-0.547,10.492,0.212,67,"Atoms(symbols='HO33Os12Sr8', pbc=True, cell=[7.984716, 7.984716, 24.980895], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 35, 37, 38, 40, 41, 43, 44, 46, 48, 50, 52]))",NaN
55,BaRhO3,True,-319.0659,0,0,23.059,1,"Atoms(symbols='Ba8O32Rh12', pbc=True, cell=[8.14219160045161, 8.14219160045161, 25.177739500564513], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-333.5782,3.77,4.115,23.191,0.132,131,"Atoms(symbols='Ba8HO34Rh12', pbc=True, cell=[8.14219160045161, 8.14219160045161, 25.177739500564513], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-324.0731,2.441,2.461,25.005,1.946,27,"Atoms(symbols='Ba8O33Rh12', pbc=True, cell=[8.14219160045161, 8.14219160045161, 25.177739500564513], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-329.1088,0.791,1.086,23.853,0.794,40,"Atoms(symbols='Ba8HO33Rh12', pbc=True, cell=[8.14219160045161, 8.14219160045161, 25.177739500564513], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
56,BaPtO3,True,-292.3025,0,0,5.274,1,"Atoms(symbols='Ba8O32Pt12', pbc=True, cell=[8.238307438015314, 8.238307438015314, 25.29788429751914], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-306.7709,3.814,4.159,11.146,5.871,93,"Atoms(symbols='Ba8HO34Pt12', pbc=True, cell=[8.238307438015314, 8.238307438015314, 25.29788429751914], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-297.2108,2.54,2.56,11.369,6.095,36,"Atoms(symbols='Ba8O33Pt12', pbc=True, cell=[8.238307438015314, 8.238307438015314, 25.29788429751914], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-302.3308,0.806,1.101,10.806,5.531,69,"Atoms(symbols='Ba8HO33Pt12', pbc=True, cell=[8.238307438015314, 8.238307438015314, 25.29788429751914], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
57,CaVO3,True,-375.352,0,0,12.0,1,"Atoms(symbols='Ca8O32V12', pbc=True, cell=[7.683944703321122, 7.683944703321122, 24.604930879151404], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-390.6035,3.031,3.376,11.0,-1.0,160,"Atoms(symbols='Ca8HO34V12', pbc=True, cell=[7.683944703321122, 7.683944703321122, 24.604930879151404], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-382.4311,0.369,0.389,8.0,-4.0,49,"Atoms(symbols='Ca8O33V12', pbc=True, cell=[7.683944703321122, 7.683944703321122, 24.604930879151404], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-386.6621,-0.476,-0.181,11.0,-1.0,137,"Atoms(symbols='Ca8HO33V12', pbc=True, cell=[7.683944703321122, 7.683944703321122, 24.604930879151404], constraint=FixAtoms(indices=[0, 2, 4, 6, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 33, 34, 35, 36, 37, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
58,KMoO3,True,-334.7819,0,0,16.0,1,"Atoms(symbols='K8Mo12O32', pbc=True, cell=[7.964682636679768, 7.964682636679768, 24.95585329584971], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-350.7769,2.287,2.632,14.995,-1.005,187,"Atoms(symbols='HK8Mo12O34', pbc=True, cell=[7.964682636679768, 7.964682636679768, 24.95585329584971], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN,True,-342.6626,-0.432,-0.412,13.5,-2.5,44,"Atoms(symbols='K8Mo12O33', pbc=True, cell=[7.964682636679768, 7.964682636679768, 24.95585329584971], constraint=FixAtoms(indices=[0, 2, 4, 6, 8, 9, 11, 12, 14, 15, 17, 18, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 45, 46, 48, 49]))",NaN,True,-346.4689,-0.853,-0.558,15.0,-1.0,80,"Atoms(symbols='HK8Mo12O33', pbc=True, cell=[7.964682636679768, 7.964682636679768, 24.95585329584971], constraint=FixAtoms(indices=[1, 3, 5, 7, 9, 10, 12, 13, 15, 16, 18, 19, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 45, 46, 47, 49, 50]))",NaN
59,SrCrO3,True,-356.2122,0,0,24.0,1,"Atoms(symbols='Cr12O32Sr8', pbc=True, cell=[7.772434279943088, 7.772434279943088, 24.71554284992886], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 44, 46, 48, 50]))",NaN,True,-371.0106,3.484,3.829,23.0,-1.0,168,"Atoms(symbols='Cr12HO34Sr8', pbc=True, cell=[7.772434279943088, 7.772434279943088, 24.71554284992886], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 47, 49, 51, 53]))",NaN,True,-361.6351,2.026,2.046,22.0,-2.0,105,"Atoms(symbols='Cr12O33Sr8', pbc=True, cell=[7.772434279943088, 7.772434279943088, 24.71554284992886], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 16, 17, 20, 21, 22, 24, 25, 28, 29, 30, 32, 33, 36, 37, 38, 40, 41, 45, 47, 49, 51]))",NaN,True,-366.6951,0.351,0.646,23.0,-1.0,140,"Atoms(symbols='Cr12HO33Sr8', pbc=True, cell=[7.772434279943088, 7.772434279943088, 24.71554284992886], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 14, 15, 17, 18, 21, 22, 23, 25, 26, 29, 30, 31, 33, 34, 37, 38, 39, 41, 42, 46, 48, 50, 52]))",NaN
60,SrAgO3,True,-234.8347,0,0,9.5,1,"Atoms(symbols='Ag12O32Sr8', pbc=True, cell=[8.191468904005172, 8.191468904005172, 25.239336130006464], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 44, 46, 48, 50]))",NaN,True,-250.7287,2.388,2.733,8.522,-0.978,140,"Atoms(symbols='Ag12HO34Sr8', pbc=True, cell=[8.191468904005172, 8.191468904005172, 25.239336130006464], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 47, 49, 51, 53]))",NaN,True,-238.0129,4.27,4.29,9.5,0.0,24,"Atoms(symbols='Ag12O33Sr8', pbc=True, cell=[8.191468904005172, 8.191468904005172, 25.239336130006464], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 28, 29, 30, 31, 32, 36, 37, 38, 39, 40, 45, 47, 49, 51]))",NaN,True,-244.0603,1.608,1.903,8.498,-1.002,179,"Atoms(symbols='Ag12HO33Sr8', pbc=True, cell=[8.191468904005172, 8.191468904005172, 25.239336130006464], constraint=FixAtoms(indices=[0, 1, 3, 4, 6, 7, 9, 10, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 29, 30, 31, 32, 33, 37, 38, 39, 40, 41, 46, 48, 50, 52]))",NaN
61,RbRhO3,True,-281.111,0,0,24.842,1,"Atoms(symbols='O32Rb8Rh12', pbc=True, cell=[8.032112474928264, 8.032112474928264, 25.04014059366033], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 32, 34, 36, 38, 40, 41, 43, 44, 46, 47, 49, 50]))",NaN,True,-295.6696,3.724,4.069,20.355,-4.487,63,"Atoms(symbols='HO34Rb8Rh12', pbc=True, cell=[8.032112474928264, 8.032112474928264, 25.04014059366033], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 35, 37, 39, 41, 43, 44, 46, 47, 49, 50, 52, 53]))",NaN,True,-285.3797,3.18,3.2,25.602,0.76,36,"Atoms(symbols='O33Rb8Rh12', pbc=True, cell=[8.032112474928264, 8.032112474928264, 25.04014059366033], constraint=FixAtoms(indices=[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 18, 19, 20, 24, 25, 26, 27, 28, 33, 35, 37, 39, 41, 42, 44, 45, 47, 48, 50, 51]))",NaN,True,-290.9501,0.995,1.29,22.122,-2.72,110,"Atoms(symbols='HO33Rb8Rh12', pbc=True, cell=[8.032112474928264, 8.032112474928264, 25.04014059366033], constraint=FixAtoms(indices=[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 34, 36, 38, 40, 42, 43, 45, 46, 48, 49, 51, 52]))",NaN
